Age,Age_Group,Attrition,Attrition_Flag,Department,JobRole,JobLevel,BusinessTravel,Gender,MaritalStatus,EducationField,Education,MonthlyIncome,Income_Band,PercentSalaryHike,StockOptionLevel,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,DistanceFromHome,YearsAtCompany,Tenure_Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,PerformanceRating,TrainingTimesLastYear
43,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Divorced,Medical,3,10798,4. Above $10K,13,1,4,4 - Very High,3,3,2,3,No,25,1,1. 0-1 Years,0,0,0,18,5,3,5
20,1. Under 25,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Female,Single,Marketing,3,2323,1. Under $3K,14,0,4,4 - Very High,4,2,3,3,Yes,9,2,2. 1-3 Years,2,0,2,2,1,3,3
21,1. Under 25,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Single,Life Sciences,3,1416,1. Under $3K,13,0,1,1 - Low,3,1,2,2,No,10,1,1. 0-1 Years,0,1,0,1,1,3,6
46,4. Age 45-54,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Divorced,Life Sciences,4,4615,2. $3K-$6K,23,3,1,1 - Low,4,1,2,3,Yes,8,16,5. 10+ Years,13,1,7,19,8,4,2
51,4. Age 45-54,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,4,2461,1. Under $3K,12,3,3,3 - High,1,3,3,4,Yes,4,10,4. 5-10 Years,0,2,7,18,9,3,2
28,2. Age 25-34,Yes,1,Research & Development,Healthcare Representative,3,Non-Travel,Male,Single,Technical Degree,2,8722,3. $6K-$10K,12,0,1,1 - Low,2,1,2,2,No,24,10,4. 5-10 Years,7,1,9,10,1,3,2
26,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,2,3955,2. $3K-$6K,16,2,1,1 - Low,1,1,2,3,No,1,5,3. 3-5 Years,3,1,3,6,1,3,2
30,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Other,3,9957,3. $6K-$10K,15,1,1,1 - Low,3,3,3,2,No,20,6,4. 5-10 Years,2,0,2,7,0,3,1
41,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Technical Degree,2,3376,2. $3K-$6K,13,0,3,3 - High,2,3,4,3,No,7,10,4. 5-10 Years,6,0,8,10,1,3,3
38,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Female,Married,Life Sciences,1,8823,3. $6K-$10K,18,1,3,3 - High,3,1,2,2,No,17,19,5. 10+ Years,9,1,9,20,0,3,4
40,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Married,Technical Degree,4,10322,4. Above $10K,20,1,4,4 - Very High,1,4,3,3,No,20,11,5. 10+ Years,10,11,1,14,4,4,6
27,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Non-Travel,Male,Married,Life Sciences,5,4621,2. $3K-$6K,19,3,3,3 - High,1,4,1,3,No,8,3,2. 1-3 Years,2,1,2,3,1,3,4
55,5. Age 55+,No,0,Research & Development,Manufacturing Director,3,Travel_Frequently,Male,Married,Life Sciences,1,10976,4. Above $10K,18,1,2,2 - Medium,4,2,3,3,No,2,3,2. 1-3 Years,2,1,2,23,3,3,4
28,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Single,Other,3,3660,2. $3K-$6K,13,0,3,3 - High,3,4,3,4,No,10,8,4. 5-10 Years,7,1,7,10,3,3,4
44,3. Age 35-44,Yes,1,Human Resources,Human Resources,3,Travel_Rarely,Male,Married,Medical,2,10482,4. Above $10K,14,1,1,1 - Low,2,4,2,3,No,1,20,5. 10+ Years,6,3,6,24,9,3,1
33,2. Age 25-34,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Divorced,Life Sciences,3,7119,3. $6K-$10K,15,1,4,4 - Very High,4,3,2,3,No,5,3,2. 1-3 Years,2,1,2,9,4,3,2
35,3. Age 35-44,Yes,1,Sales,Sales Executive,3,Travel_Rarely,Male,Single,Technical Degree,3,9582,3. $6K-$10K,22,0,1,1 - Low,4,1,3,3,Yes,4,8,4. 5-10 Years,7,4,7,9,0,4,2
33,2. Age 25-34,Yes,1,Research & Development,Research Scientist,2,Travel_Frequently,Female,Single,Medical,4,4508,2. $3K-$6K,22,0,3,3 - High,1,2,2,3,No,29,13,5. 10+ Years,7,3,8,14,1,4,4
28,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Divorced,Life Sciences,2,2207,1. Under $3K,16,1,3,3 - High,1,4,3,2,No,15,4,3. 3-5 Years,2,2,2,4,1,3,5
34,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Frequently,Male,Single,Life Sciences,1,7756,3. $6K-$10K,17,0,4,4 - Very High,1,3,3,2,No,3,6,4. 5-10 Years,2,0,4,7,0,3,1
37,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Divorced,Life Sciences,4,6694,3. $6K-$10K,14,3,4,4 - Very High,4,3,2,3,Yes,10,1,1. 0-1 Years,0,0,0,8,2,3,5
25,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Technical Degree,1,3691,2. $3K-$6K,15,1,4,4 - Very High,4,2,3,4,Yes,4,7,4. 5-10 Years,7,5,6,7,1,3,3
26,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Divorced,Medical,3,2377,1. Under $3K,20,1,3,3 - High,1,3,3,2,No,21,1,1. 0-1 Years,1,0,0,1,1,4,0
33,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,3,2313,1. Under $3K,20,0,2,2 - Medium,1,2,2,3,Yes,25,2,2. 1-3 Years,2,2,2,5,4,4,0
42,3. Age 35-44,No,0,Research & Development,Manager,4,Travel_Rarely,Male,Married,Medical,2,17665,4. Above $10K,17,1,1,1 - Low,4,4,3,3,No,2,22,5. 10+ Years,6,13,7,23,0,3,3
28,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Divorced,Medical,3,2596,1. Under $3K,15,2,2,2 - Medium,1,1,2,3,No,1,1,1. 0-1 Years,0,0,0,1,1,3,2
50,4. Age 45-54,Yes,1,Sales,Sales Executive,2,Travel_Frequently,Male,Single,Other,4,4728,2. $3K-$6K,14,0,3,3 - High,4,4,3,3,Yes,1,0,1. 0-1 Years,0,0,0,5,3,3,4
33,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Female,Married,Life Sciences,3,4302,2. $3K-$6K,17,1,2,2 - Medium,4,3,3,3,No,7,3,2. 1-3 Years,2,0,2,4,0,3,3
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Non-Travel,Male,Married,Life Sciences,4,2979,1. Under $3K,17,3,4,4 - Very High,3,4,2,3,No,3,0,1. 0-1 Years,0,0,0,6,3,3,2
48,4. Age 45-54,No,0,Research & Development,Manager,4,Non-Travel,Male,Single,Medical,4,16885,4. Above $10K,22,0,4,4 - Very High,1,3,4,2,No,1,5,3. 3-5 Years,4,2,1,27,2,4,3
45,4. Age 45-54,No,0,Sales,Sales Executive,2,Non-Travel,Female,Married,Life Sciences,4,5593,2. $3K-$6K,13,1,3,3 - High,2,4,2,3,No,9,15,5. 10+ Years,10,4,12,15,1,3,2
52,4. Age 45-54,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Single,Life Sciences,4,10445,4. Above $10K,19,0,2,2 - Medium,2,4,3,3,No,7,8,4. 5-10 Years,6,4,0,18,7,3,4
38,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Divorced,Marketing,4,8740,3. $6K-$10K,14,2,3,3 - High,3,2,2,3,Yes,10,8,4. 5-10 Years,7,2,7,9,0,3,2
29,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Divorced,Life Sciences,4,2514,1. Under $3K,22,1,4,4 - Very High,3,1,3,3,No,28,7,4. 5-10 Years,5,1,7,11,4,4,1
28,2. Age 25-34,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Divorced,Medical,3,7655,3. $6K-$10K,17,3,2,2 - Medium,4,2,3,2,No,3,9,4. 5-10 Years,7,1,7,10,0,3,3
46,4. Age 45-54,No,0,Sales,Manager,4,Travel_Rarely,Male,Married,Marketing,1,17465,4. Above $10K,12,1,3,3 - High,1,4,3,3,No,3,12,5. 10+ Years,9,4,9,23,3,3,3
38,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Single,Marketing,2,7351,3. $6K-$10K,16,0,2,2 - Medium,4,3,3,3,No,2,1,1. 0-1 Years,0,0,0,10,7,3,2
43,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Frequently,Female,Married,Life Sciences,3,10820,4. Above $10K,11,1,1,1 - Low,3,3,3,3,No,27,8,4. 5-10 Years,7,0,1,18,8,3,1
39,3. Age 35-44,Yes,1,Research & Development,Healthcare Representative,4,Travel_Frequently,Male,Divorced,Life Sciences,3,12169,4. Above $10K,11,3,4,4 - Very High,1,4,3,3,No,2,18,5. 10+ Years,7,11,5,21,7,3,4
40,3. Age 35-44,No,0,Research & Development,Research Director,5,Travel_Rarely,Male,Single,Medical,3,19626,4. Above $10K,14,0,3,3 - High,3,1,2,4,No,14,20,5. 10+ Years,7,4,9,21,1,3,2
21,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Technical Degree,1,2070,1. Under $3K,11,0,2,2 - Medium,4,3,2,4,Yes,1,2,2. 1-3 Years,2,2,2,2,1,3,6
39,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Non-Travel,Male,Single,Life Sciences,3,6782,3. $6K-$10K,15,0,2,2 - Medium,3,3,3,2,No,9,5,3. 3-5 Years,4,0,3,9,9,3,2
36,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Non-Travel,Male,Single,Life Sciences,4,7779,3. $6K-$10K,20,0,4,4 - Very High,1,1,3,3,No,18,11,5. 10+ Years,9,0,9,18,2,4,0
31,2. Age 25-34,No,0,Sales,Sales Representative,1,Travel_Frequently,Male,Married,Life Sciences,3,2791,1. Under $3K,12,1,4,4 - Very High,3,1,4,3,No,20,2,2. 1-3 Years,2,2,2,3,0,3,4
28,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,1,3201,2. $3K-$6K,17,0,2,2 - Medium,1,1,2,1,No,2,5,3. 3-5 Years,3,0,4,6,0,3,2
35,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Frequently,Male,Divorced,Marketing,2,4968,2. $3K-$6K,11,1,4,4 - Very High,4,4,3,3,No,11,5,3. 3-5 Years,2,0,2,5,1,3,3
49,4. Age 45-54,No,0,Sales,Sales Executive,4,Travel_Rarely,Male,Married,Technical Degree,4,13120,4. Above $10K,17,1,2,2 - Medium,4,2,2,3,No,8,9,4. 5-10 Years,8,2,3,22,6,3,3
34,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Frequently,Male,Single,Life Sciences,2,4033,2. $3K-$6K,11,0,3,3 - High,4,4,3,2,No,2,3,2. 1-3 Years,2,0,2,5,2,3,3
29,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Female,Divorced,Life Sciences,3,3291,2. $3K-$6K,14,2,2,2 - Medium,4,4,3,2,No,10,7,4. 5-10 Years,5,1,1,8,0,3,2
42,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Single,Medical,3,4272,2. $3K-$6K,19,0,4,4 - Very High,2,1,1,3,No,29,1,1. 0-1 Years,0,0,0,16,4,3,3
29,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Medical,1,5056,2. $3K-$6K,15,1,4,4 - Very High,2,3,2,2,Yes,8,10,4. 5-10 Years,7,1,2,10,1,3,2
38,3. Age 35-44,No,0,Human Resources,Human Resources,1,Travel_Rarely,Male,Married,Human Resources,3,2844,1. Under $3K,13,1,3,3 - High,3,4,4,4,No,1,7,4. 5-10 Years,6,5,0,7,1,3,2
28,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Male,Divorced,Life Sciences,3,2703,1. Under $3K,14,1,3,3 - High,3,4,2,3,Yes,6,3,2. 1-3 Years,1,0,2,3,1,3,2
18,1. Under 25,Yes,1,Research & Development,Laboratory Technician,1,Non-Travel,Male,Single,Medical,1,1904,1. Under $3K,12,0,3,3 - High,3,4,3,3,No,8,0,1. 0-1 Years,0,0,0,0,1,3,0
33,2. Age 25-34,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Marketing,4,8224,3. $6K-$10K,17,0,1,1 - Low,1,1,3,3,Yes,9,5,3. 3-5 Years,2,0,3,6,0,3,3
41,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Life Sciences,4,4766,2. $3K-$6K,11,1,4,4 - Very High,2,1,3,3,Yes,12,1,1. 0-1 Years,0,0,0,6,3,3,4
31,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Married,Medical,3,2610,1. Under $3K,12,1,3,3 - High,3,3,3,2,No,15,2,2. 1-3 Years,2,2,2,2,1,3,5
37,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Divorced,Medical,2,5731,2. $3K-$6K,13,2,4,4 - Very High,3,3,2,3,No,25,6,4. 5-10 Years,2,1,3,9,7,3,2
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,3,2539,1. Under $3K,13,1,3,3 - High,4,3,2,3,No,6,4,3. 3-5 Years,2,2,2,4,1,3,0
34,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Life Sciences,1,5714,2. $3K-$6K,20,0,3,3 - High,2,1,3,2,No,9,6,4. 5-10 Years,5,1,3,6,1,4,3
35,3. Age 35-44,No,0,Human Resources,Human Resources,1,Travel_Rarely,Male,Single,Technical Degree,4,4323,2. $3K-$6K,17,0,3,3 - High,3,2,3,1,No,8,5,3. 3-5 Years,4,1,4,6,1,3,2
29,2. Age 25-34,Yes,1,Sales,Sales Executive,3,Travel_Rarely,Female,Married,Life Sciences,1,7336,3. $6K-$10K,13,1,1,1 - Low,4,1,2,1,No,23,11,5. 10+ Years,8,3,10,11,1,3,3
40,3. Age 35-44,No,0,Research & Development,Research Director,3,Travel_Frequently,Female,Single,Medical,4,13499,4. Above $10K,17,0,3,3 - High,2,3,3,2,No,9,18,5. 10+ Years,7,2,13,20,9,3,3
42,3. Age 35-44,Yes,1,Sales,Sales Executive,4,Travel_Frequently,Male,Single,Life Sciences,3,13758,4. Above $10K,12,0,1,1 - Low,3,2,3,2,Yes,12,21,5. 10+ Years,9,13,14,22,0,3,2
42,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Single,Marketing,4,5155,2. $3K-$6K,13,0,1,1 - Low,2,4,3,4,No,4,6,4. 5-10 Years,4,1,5,9,7,3,3
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,4,2258,1. Under $3K,12,1,3,3 - High,4,2,2,3,No,1,8,4. 5-10 Years,0,1,7,10,6,3,2
24,1. Under 25,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Medical,3,3597,2. $3K-$6K,22,0,2,2 - Medium,4,4,3,3,No,24,4,3. 3-5 Years,3,1,2,6,8,4,2
28,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Married,Life Sciences,1,2515,1. Under $3K,11,0,4,4 - Very High,3,4,3,2,Yes,12,1,1. 0-1 Years,1,0,0,1,1,3,4
26,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,4,4420,2. $3K-$6K,22,1,4,4 - Very High,1,2,4,3,No,3,8,4. 5-10 Years,7,0,7,8,1,4,2
30,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Marketing,3,6578,3. $6K-$10K,18,1,3,3 - High,3,1,2,3,No,10,10,4. 5-10 Years,3,1,4,10,1,3,3
40,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Frequently,Female,Married,Medical,2,4422,2. $3K-$6K,13,1,4,4 - Very High,3,4,2,1,Yes,26,1,1. 0-1 Years,1,0,0,16,3,3,3
35,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Male,Divorced,Life Sciences,3,10274,4. Above $10K,18,1,2,2 - Medium,3,2,2,4,No,2,7,4. 5-10 Years,7,6,4,15,2,3,2
34,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Frequently,Male,Single,Medical,3,5343,2. $3K-$6K,20,0,1,1 - Low,4,3,2,3,No,1,13,5. 10+ Years,9,4,9,14,0,4,3
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Married,Other,4,2376,1. Under $3K,13,1,4,4 - Very High,4,2,2,4,No,4,2,2. 1-3 Years,2,2,2,2,1,3,2
43,3. Age 35-44,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Marketing,3,5346,2. $3K-$6K,13,0,3,3 - High,1,2,1,2,No,9,4,3. 3-5 Years,3,1,3,7,8,3,2
32,2. Age 25-34,No,0,Sales,Sales Representative,1,Non-Travel,Female,Divorced,Life Sciences,1,2827,1. Under $3K,12,3,1,1 - Low,3,3,3,3,No,2,1,1. 0-1 Years,0,0,0,1,1,3,3
56,5. Age 55+,No,0,Research & Development,Manager,5,Travel_Rarely,Female,Divorced,Technical Degree,4,19943,4. Above $10K,13,1,1,1 - Low,4,4,3,3,No,4,5,3. 3-5 Years,2,4,2,28,4,3,2
29,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Married,Medical,1,3131,2. $3K-$6K,13,1,4,4 - Very High,2,1,3,3,No,6,10,4. 5-10 Years,8,0,8,10,1,3,5
19,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Life Sciences,2,2552,1. Under $3K,25,0,1,1 - Low,3,3,3,3,No,9,1,1. 0-1 Years,1,0,0,1,1,4,4
45,4. Age 45-54,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Medical,3,4477,2. $3K-$6K,19,1,3,3 - High,1,3,3,2,Yes,7,3,2. 1-3 Years,2,0,2,7,4,3,2
37,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Married,Life Sciences,3,6474,3. $6K-$10K,13,1,4,4 - Very High,4,2,2,2,No,1,14,5. 10+ Years,8,3,11,14,1,3,2
20,1. Under 25,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Life Sciences,3,3033,2. $3K-$6K,12,0,3,3 - High,1,1,2,2,No,3,2,2. 1-3 Years,2,1,2,2,1,3,2
44,3. Age 35-44,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Life Sciences,4,2936,1. Under $3K,11,0,3,3 - High,3,3,3,3,Yes,10,6,4. 5-10 Years,4,0,2,6,1,3,4
53,4. Age 45-54,No,0,Research & Development,Manager,5,Travel_Rarely,Female,Divorced,Medical,2,18606,4. Above $10K,18,1,3,3 - High,4,2,3,3,No,7,7,4. 5-10 Years,7,4,7,26,3,3,6
29,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Life Sciences,1,2168,1. Under $3K,18,1,4,4 - Very High,2,1,1,2,Yes,15,5,3. 3-5 Years,4,1,3,6,0,3,2
22,1. Under 25,Yes,1,Research & Development,Research Scientist,1,Travel_Frequently,Male,Married,Life Sciences,4,2853,1. Under $3K,11,1,4,4 - Very High,3,2,2,3,Yes,3,0,1. 0-1 Years,0,0,0,1,0,3,5
46,4. Age 45-54,No,0,Sales,Manager,4,Travel_Rarely,Female,Married,Marketing,3,17048,4. Above $10K,23,0,1,1 - Low,3,1,3,3,No,2,26,5. 10+ Years,15,15,9,28,8,4,2
44,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Non-Travel,Male,Single,Life Sciences,3,2290,1. Under $3K,13,0,3,3 - High,4,4,1,3,No,17,0,1. 0-1 Years,0,0,0,6,2,3,3
33,2. Age 25-34,No,0,Human Resources,Human Resources,1,Travel_Rarely,Male,Married,Human Resources,3,3600,2. $3K-$6K,13,1,3,3 - High,2,4,3,3,No,2,5,3. 3-5 Years,4,1,4,5,1,3,2
41,3. Age 35-44,Yes,1,Research & Development,Research Scientist,1,Non-Travel,Male,Divorced,Life Sciences,2,2107,1. Under $3K,17,1,1,1 - Low,1,1,2,1,No,5,1,1. 0-1 Years,0,0,0,5,6,3,2
30,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Life Sciences,4,4115,2. $3K-$6K,19,3,1,1 - Low,3,3,3,3,No,29,4,3. 3-5 Years,3,0,3,8,8,3,3
40,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Frequently,Male,Married,Medical,4,4327,2. $3K-$6K,12,3,2,2 - Medium,2,4,3,3,No,2,0,1. 0-1 Years,0,0,0,5,5,3,2
50,4. Age 45-54,No,0,Research & Development,Manager,4,Travel_Frequently,Female,Married,Medical,3,17856,4. Above $10K,22,1,1,1 - Low,4,3,3,3,No,2,2,2. 1-3 Years,2,2,2,32,2,4,3
28,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,4,3196,2. $3K-$6K,12,3,1,1 - Low,4,3,2,3,No,19,6,4. 5-10 Years,5,3,3,6,1,3,2
46,4. Age 45-54,No,0,Research & Development,Research Director,5,Travel_Rarely,Male,Married,Life Sciences,2,19081,4. Above $10K,11,1,2,2 - Medium,4,1,3,3,No,15,4,3. 3-5 Years,2,0,3,25,5,3,2
35,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,4,8966,3. $6K-$10K,15,3,1,1 - Low,3,4,3,3,Yes,17,7,4. 5-10 Years,7,1,7,15,3,3,2
24,1. Under 25,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Married,Life Sciences,2,2210,1. Under $3K,13,1,2,2 - Medium,4,1,3,1,No,17,1,1. 0-1 Years,0,0,0,1,1,3,3
33,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Female,Married,Medical,3,4539,2. $3K-$6K,12,1,3,3 - High,2,1,3,2,No,25,10,4. 5-10 Years,7,0,1,10,1,3,3
36,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Divorced,Life Sciences,4,2741,1. Under $3K,14,1,3,3 - High,3,3,1,3,No,6,7,4. 5-10 Years,7,1,7,7,1,3,4
30,2. Age 25-34,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Divorced,Life Sciences,4,3491,2. $3K-$6K,13,3,3,3 - High,3,1,3,2,No,7,10,4. 5-10 Years,7,8,9,10,1,3,4
44,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Single,Other,4,4541,2. $3K-$6K,25,0,4,4 - Very High,4,2,3,3,No,29,20,5. 10+ Years,11,13,17,20,1,4,3
20,1. Under 25,No,0,Sales,Sales Representative,1,Travel_Rarely,Male,Single,Marketing,3,2678,1. Under $3K,17,0,4,4 - Very High,3,4,4,3,No,21,2,2. 1-3 Years,1,2,2,2,1,3,2
46,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Divorced,Technical Degree,4,7379,3. $6K-$10K,11,1,4,4 - Very High,4,3,3,2,No,2,6,4. 5-10 Years,3,1,4,12,2,3,3
42,3. Age 35-44,No,0,Human Resources,Human Resources,2,Non-Travel,Male,Married,Medical,5,6272,3. $6K-$10K,16,1,1,1 - Low,4,1,4,4,No,2,4,3. 3-5 Years,3,0,3,10,7,3,3
60,5. Age 55+,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Marketing,4,5220,2. $3K-$6K,18,1,4,4 - Very High,2,2,4,3,Yes,7,11,5. 10+ Years,7,1,9,12,0,3,3
32,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Female,Married,Other,3,2743,1. Under $3K,20,1,2,2 - Medium,3,3,2,3,No,13,2,2. 1-3 Years,2,2,2,2,1,4,2
32,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Travel_Frequently,Female,Single,Life Sciences,2,4998,2. $3K-$6K,14,0,3,3 - High,4,4,3,3,Yes,2,8,4. 5-10 Years,7,0,7,10,4,3,2
36,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Divorced,Technical Degree,3,10252,4. Above $10K,21,1,1,1 - Low,3,3,1,3,Yes,1,7,4. 5-10 Years,7,7,7,17,2,4,2
33,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,3,2781,1. Under $3K,13,1,4,4 - Very High,1,2,3,3,No,9,14,5. 10+ Years,10,4,10,15,0,3,5
40,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Divorced,Technical Degree,3,6852,3. $6K-$10K,12,1,2,2 - Medium,2,2,2,4,No,10,5,3. 3-5 Years,1,1,3,7,7,3,2
25,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Single,Life Sciences,4,4950,2. $3K-$6K,14,0,4,4 - Very High,3,2,3,3,No,10,4,3. 3-5 Years,3,1,1,5,0,3,4
30,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,3,3579,2. $3K-$6K,21,1,2,2 - Medium,4,1,3,3,Yes,1,11,5. 10+ Years,9,5,7,12,0,4,2
42,3. Age 35-44,No,0,Research & Development,Research Director,3,Travel_Frequently,Female,Married,Medical,5,13191,4. Above $10K,17,0,1,1 - Low,1,3,3,3,Yes,26,1,1. 0-1 Years,0,0,0,20,3,3,6
35,3. Age 35-44,No,0,Sales,Sales Executive,3,Non-Travel,Female,Married,Marketing,2,10377,4. Above $10K,11,1,4,4 - Very High,3,2,2,2,Yes,8,13,5. 10+ Years,2,4,12,16,4,3,6
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,3,2235,1. Under $3K,14,2,1,1 - Low,1,4,3,2,Yes,14,9,4. 5-10 Years,7,6,8,9,1,3,3
54,4. Age 45-54,No,0,Research & Development,Manufacturing Director,3,Travel_Frequently,Female,Divorced,Life Sciences,4,10502,4. Above $10K,17,1,3,3 - High,4,1,3,1,No,1,5,3. 3-5 Years,4,1,4,33,7,3,2
44,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Life Sciences,1,2011,1. Under $3K,13,1,4,4 - Very High,1,4,4,3,No,2,10,4. 5-10 Years,5,7,7,10,1,3,5
19,1. Under 25,Yes,1,Research & Development,Research Scientist,1,Non-Travel,Female,Single,Medical,3,1859,1. Under $3K,25,0,2,2 - Medium,1,2,2,4,Yes,10,1,1. 0-1 Years,1,0,0,1,1,4,2
